Id,title,time,content,replay,all_replay,time,label
1519,融资盘爆仓了 还得跌,2018/6/21 16:58,券商都在第一时间卖出爆仓盘 没有更低价位 谁敢去接？,（2）,"
                            
                            ",2018-06-21  16:59:58,0
1520,昨天进了1000股！今天起来就亏了10%！5个跌停以为这次捡漏了，没想到！把钱还,2018/6/21 12:04,昨天进了1000股！今天起来就亏了10%！5个跌停以为这次捡漏了，没想到！把钱还给我，不玩了！,（24）,"
                            还差两三个跌停
                            撒
                            你良心不好，总想吃别人的肉，这下自己肉让別人吃了
                            愿赌服輸吧
                            再进2000股，拉低平均成本
                            10元以下在说吧
                            是个和尚就当唐僧呢，唐僧肉不好吃吧。
                            10元附近可以一博
                            太容易到手的筹码，全部是新韭菜
                            跌10个点加1000股，加油看好你
                            很快让你单车变轮椅
                            建议你每3跌停补仓一次
                            你这是空手接飞刀啊
                            建议跟港股差不多了再补仓
                            封死跌停的股一定不能买
                            风险自负
                            那么着急干嘛要进也是等翘板资金来了一起进
                            今天能卖出了吗，不然只有补仓了
                            你的钱会跟纸一样
                            通知你是人才，你肯定是财神爷。500万手要向外涌出，你1000股填缝都不够啊。
                            起码3年股龄了，还干这种事，股市就需要你这种人
                            忍一忍吧，每天下午三点后就不跌了，现在只是牛回头！！！不过该股基本面不错；股价腰斩再腰斩后可逐步抄底进场！
                            我猜不会比乐视网少
                            以为是地板 结果买到了天花板 15年惨痛的教训",2018-06-21  12:12:49,0
1525,我说几句哈，该股我在去年1月25日就提醒庄家出货接近尾声，向下的风口即将打开，后,2018/6/14 15:49,我说几句哈，该股我在去年1月25日就提醒庄家出货接近尾声，向下的风口即将打开，后面是一轮波澜壮阔的跌势，可是少有人听。形态到了，风口就到了，只是中兴撞上了颇为敏感的风口，这个风口纯碎以技术角度看有几个版已经没有什么意义，主要还是看事件对中兴未来的影响，核心技术不在手，随时要命的，你说未来有无希望，个人觉得该股现在急跌阶段，5个版以上，长期来看，跌破10元不是梦。信不信由你，我就是庄陀。哈哈,（37）,"
                            老师 乐普没问题吧
                            老师 乐普没问题吧
                            无言楼主 请教下 万华化学怎么看？
                            马后炮
                            化学小心点
                            乐普暂时没问题
                            60分钟线严重底背离可以跑路的
                            万华我觉得问题不大，可以继续持有。
                            对的，我就是马后炮，
                            何以见得 有空说说嘛到万华化学吧 洗耳恭听逻辑
                            我也这么看
                            化学长期上涨翻倍后放出巨量，不管是阳量还是阴量，都表示筹码松动，想想看，庄家会在股价翻倍后建仓吗？如果不是建仓，那是什么，学习了筹码转换律就明白了，从目前看化学正在按步骤进行筹码转移，当然，我不是说他就没新高了，也许还会有新高，所以说小心点。
                            哦好的
                            谢谢老师，老师多发言，我们多借鉴一些
                            騙子
                            
                            对，我就是骗子，
                            你摆三坨你在我地盘上干什么，哈哈哈、你真是一坨粪便
                            做广告的
                            最恨这种圣人蛋。
                            老师不是一般水平的人，告诉你们是出于好心，爱信不信吧
                            黑天鹅事件跟庄家出不出货有半毛钱关系，就是庄家在里面也得死
                            马后炮
                            这时候装逼有意思吗
                            庄稼早就走光光了，一张K线图都告诉了，只是自己睁着一双二筒看不到
                            去年1月，你这个账号还没注册呢吧？一丁点廉耻都不要吗？
                            人才，能看到一年后的暴跌你还在这混，早成仙了
                            对了，提醒我了，是今年1月。
                            装逼不是我风格，我实话实说，爱信不信
                            佛主说人生有八苦，你有九苦。",2018-06-14  18:02:56,0
1526,猜开板没有意义，开板后还是继续套人,2018/6/21 16:38,问题没有解决。,（2）,"
                            
                            ",2018-06-21  16:56:37,1
1528,1,2018/6/21 15:05,1,（2）,"
                            写得不错支持博主，过来支持老朋友！
                            ",2018-06-21  16:53:15,1
1529,9958 内心慌。。,2018/6/21 13:32,,（15）,"
                            救救我吧，主力在狂叫
                            吆，你还能看这个，不错哦
                            今天没人会来救他的
                            救救我吧 救救63 好惨
                            救救我吧
                            快来救救主力 救救63
                            看见这种单，没有那个机构敢翘板的！
                            明天爆仓盘又大量压上，那是什么景象？
                            救救我吧！
                            这是哪个软件？或者你是VIP ? 能看到委卖详单
                            请问大侠上面排前还是下面排前
                            救救63……主力也不容易
                            炒啥都亏得屎一样，不止他们可怜。
                            忍一忍吧，每天下午三点后就不跌了，现在只是牛回头！！！不过该股基本面不错；股价腰斩再腰斩后可逐步抄底进场！
                            这是level 2吧，说实话摊上这公司，谁也没辙",2018-06-21  13:38:25,1
1530,一年内能跌到16左右,2018/6/13 21:41,就算没有利空，每一波大的见顶回调都会回到起涨位，2017年3月16日，按技术线说的，利空再放大极限12。,（2）,"
                            牛了
                            12快到了",2018-06-13  22:07:47,2
1533,中兴没有自己的科研队伍，完全依靠美国的芯片，出招救救,2018/6/21 11:55,1、尽快组建自己的科研团队，不惜重金广纳人才；2、丢掉依赖美国芯片的幻想；3、破旧立新的阶段业绩必须下滑，但是只有这样才有未来，否则就只有死路一条。,（5）,"
                            倒闭吧，这样的企业早晚死
                            这种货色还来骗钱
                            谁放的
                            说得容易，搞科研创新那么容易？
                            巨婴痴呆，要了何用?",2018-06-21  13:35:21,2
1534,还没法出去,2018/6/21 16:29,还没法出去,（1）,"
                            ",2018-06-21  16:40:14,1
1535,买盘都是机构小数量的诱惑，万物都有源头，此票3年别玩了,2018/6/21 16:30,原来说腰斩到120月线，看来我还是乐观了，机构都看到12了？,（3）,"
                            
                            
                            ",2018-06-21  16:36:21,0
1536,大家猜猜还有几个跌停 我说还有俩,2018/6/21 11:07,大家猜猜还有几个跌停 我说还有俩,（10）,"
                            最少还有5个
                            感觉有些悲观
                            基本上了，2个板以后就开了。出不来了也不会出了，跌了一倍，出来还有什么意思，不如再等等，毕竟百足之虫，死而不僵，会拉高点让大家走的
                            观点基本一致
                            明天开板
                            五个跌板是最保守的估计
                            2-4个是比较正常的，毕竟很多股都腰斩了
                            还沒爆仓，再等等
                            至少3个吧
                            下周二很可能就开了，不过还需要看大盘情况和杠杆资金情况，如果叠加，再来几个也不是没可能",2018-06-21  11:29:14,0
1538,下周二开板[献花][献花][献花][献花][献花][献花][献花],2018/6/21 15:48,下周二开板,（4）,"
                            
                            好
                            
                            ",2018-06-21  15:55:12,2
1540,一旦明天仍然不开板，这股就完了,2018/6/21 12:51,120月均线，通常是最强有力的支撑线，在15.47，空头一般到这里就收手，多头在这里一定会反攻。明天再跌停，股价就在15元了，直接跌破15.47，那就说明多头完全放弃抵抗，只有逃命的份了。最可怕的是CCI月线仍然只有-82上下，还未破-100，通常破-100意味着有30%左右的大跌。结合消息面，从技术面分析，非得到7-8元左右才有可能有像样的反弹，开板可能在12附近。,（11）,"
                            早已经完了，爆仓了。
                            开板可能性为零
                            已经完了
                            这时候还分析技术面？破净资产都没有疑问！它不是利空，是什么自己体会吧……
                            吃屎吧 因为公司已经成为屎了
                            这中地雷股还看技术分析，你厉害
                            现在的大盘相当于2014年9月中的水平，大约沪指2300左右，下跌空间还有10%～15%，清仓还可净“赚15%”以上。
                            明天周五，估计尾盘会给一次开板逃命的机会，就看你跑得快不。
                            我上次就说了，五天不开八天开，放心，星期一绝对开
                            跌到几块钱大不了 不就是想卖么 几百万手在那抢着挂 砸盘 你们能跑得了？跌到几块钱 你们卖去吧
                            有刮佳队在里面你怕什么？",2018-06-21  13:21:41,0
1541,中兴通讯（000063）龙虎榜数据（06,2018/6/20 17:30,,（43）,"
                            只有10%的生存概率还有机构买，钓鱼吧？
                            机构钓鱼买进，你懂的
                            宁德时代，富士康优质供货商——超华科技股价才4元多即将迎来暴涨模式
                            机构自救
                            套死机构。10块打开？
                            国泰君安这垃圾
                            我预计明天开板，最迟后天，如后天开板将跌停板到涨停板。
                             机构小单钓鱼，吸引散户接盘
                            机构小单买进，到时候开板出逃，小散请远离。
                            想买的，看看港股才多少！
                            要走的赶紧滚蛋，哥要准备杀入了
                            总成交3675万，结果前五席位卖出3500万！
                            中兴通讯的兄弟们你们辛苦；要继续为国站岗；在此；向你们坚强不屈的精神致敬
                            机构席位真牛逼，估计散户一个都卖不出去
                            下周5能打开算你幸运！
                            这周希望不大
                            本来就一垃圾，开不开板无所谓，反正不会买垃圾
                            众多基金与机构抱团白马股，却抱着了一个爆炸的炸弹，活该啊！这不是第一个，更不是最后一支炸股，这样的状况以后还将会更多的出现！
                            下调的都是没有这股的基金公司 反正光脚的不怕穿鞋的 调到2块钱对这群狗来说就是动动嘴皮子
                            机构开始试盘了，这几天大跌就是为了筹集开板的资金
                            原来蓝筹也不靠谱
                            伪蓝筹太多了
                            有机构操盘手拿着投资者的钱高位接老鼠仓的货
                            至少还有三个一字
                            明白人
                            跌破净资产
                            盘子这么大 现在才五个跌停 乐视 十二跌停 中兴 搞十三跌停 破破乐视纪录
                            散户有什么希望，没门。
                            主力希望还跌一二个板，就要开板了，这几天，主力在筹集巨资，等待政策企稳。然后屠刀高高举起，利用巨资把压盘吃掉，这样来大幅降低持仓成本。高位的散户，只能站在山上或半山腰哭吧。
                            具有历史意义的原油期货即将在2018年3月26日上市，影响几何？大陆原油期货产品将上市交易，人民币计价原油期货合约，2013年3月27日成品油定价二次改革，十个工作日调整一次，40美元地板价，这对（600688）上海石化炼油企业的股价会带来巨大影响。-------------买入上海石化(600688)专业化重组。",2018-06-20  17:30:54,1
1542,白马无声惜细流，中兴通讯爱晴柔,2018/6/7 9:22,白马无声惜细流，XXXX爱晴柔。其他芯片概念股都涨了很多 后期肯定要涨光力科技,（3）,"
                            知道吗
                            不小的
                            ",2018-06-07  10:42:57,1
1543,估计还有6层地狱要下[想一下],2018/6/21 10:54,估计还有6层地狱要下,（1）,"
                            ",2018-06-21  16:30:52,0
1544,跌破十块妥妥得,2018/6/21 11:17,跌破十块妥妥得,（1）,"
                            ",2018-06-21  16:30:31,0
1545,我说句中肯的话..,2018/6/21 13:30,我说句中肯的话，看目前的情况，想要中兴破板，只有一个条件，美国完全解除对中兴的限制，目前美国，国会还在争论....只有出公告那天，说明美国完全解除对中兴的限制的公告出来那天，就是中兴破板那天。不知你们认为呢。,（9）,"
                            明天开板
                            对照港股，还有3-4个板
                            20天不出，跌停20天？30天不出，跌停30天？你什么逻辑
                            明天周五了，大哥！周末的行情，永远都是糟糕的。
                            根据测算，下周二开板率100%
                            对照港股，明天开板
                            也就这样了，还怕什么？
                            我觉得楼主说的很对啊，美国不定论，中兴前景就不明朗，谁花大钱来撬你的板？ 看不到天天几百万的封单 吗？别以为价格低就有大资金过来操底，什么是底？ 美国定论的那天才是底，忠言逆耳，亏了钱的确不好想，见人说话就想骂，但资本市场的血腥残忍就是这样的。
                            等出消息就是涨停了，明天开板",2018-06-21  13:34:18,0
1546,麻痹，不是说好了3个板的吗？,2018/6/21 12:52,麻痹，不是说好了3个板的吗？,（7）,"
                            中兴通讯股份有限公司是全球领先的综合通信解决方案提供商。公司通过为全球160多个国家和地区的电信运营商和企业网客户提供创新技术与产品解决方案,让全世界用户享有语音、数据、多媒体、无线宽带等全方位沟通。中兴通讯拥有通信业界完整的、端到端的产品线和融合解决方案,通过全系列的无线、有线、业务、终端产品和专业通信服务,灵活满足全球不同运营商和企业网客户的差异化需求以及快速创新的追求。中兴通讯坚持以持续技术创新为客户不断创造价值。中兴通讯PCT国际专利申请三度居全球首位,位居&quot;全球创新企业70强&quot;与&quot;全球ICT企业50强&quot;。
                            10个都不嫌多
                            10元见
                            3个3地板
                            机构的话你也敢信！他们是大忽悠，老乡别跑，他跑的快。
                            忍一忍吧，每天下午三点后就不跌了，现在只是牛回头！！！不过该股基本面不错；股价腰斩再腰斩后可逐步抄底进场！
                            忍一忍吧，每天下午三点后就不跌了，现在只是牛回头！！！不过该股基本面不错；股价腰斩再腰斩后可逐步抄底进场！",2018-06-21  12:56:56,0
1549,不低于30元定增还作数吗？,2018/6/21 15:54,不低于30元定增还作数吗？,（1）,"
                            算数，时间待定",2018-06-21  16:14:46,0
1555,明天可以出去了吧？困死了,2018/6/21 16:09,明天可以出去了吧？困死了,（2）,"
                            玩王者荣耀吧！还困！
                            睡吧",2018-06-21  16:26:37,1
1558,还好早上集合竞价挂跌停卖了，不然可操心了，虽然亏了那么多[哭][哭],2018/6/13 14:18,还好早上集合竞价挂跌停卖了，不然可操心了，虽然亏了那么多,（15）,"
                            亏了多少啊兄弟，我亏2万。
                            10个跌停
                            我也挂单了，怎么没有成交
                            你咋那么运气能卖出去？我咋卖不掉？
                            牛，这样都卖出去
                            聪明
                            这也能卖掉吗？
                            自己骗自己
                            你能卖出去？你还有特权！没图没人信
                            你真nb,我昨晚9；10分挂的单没成交（消息9；05分先由香港发出），你今天早上集合竞价就成交了
                            一看就是说假话，可能轮到你吗？9:15的集合竟价，有晚上12点机构专用席早吗？
                            写得不错支持博主，过来支持老朋友！
                            讲疯话了
                            现在时兴做梦。
                            天天晚上挂单，被大单堵死",2018-06-13  14:21:16,0
1559,散户投资者注意安全：,2018/6/21 12:00,散户投资者注意安全：,（2）,"
                            这个哪里看的？
                            这个哪里看的",2018-06-21  15:53:26,1
1560,参照港股，A股应该跌到13左右,2018/6/21 15:59,参照港股，A股应该跌到13左右,（3）,"
                            楼主太乐观了
                            楼主忒乐观！
                            港股折合人民币才7块钱一股",2018-06-21  16:04:03,0
1561,砸盘，砸盘，你们不觉得在搬石头砸自己的脚吗？国人，我们可不可以一起坚强一点？,2018/6/21 9:50,砸盘，砸盘，你们不觉得在搬石头砸自己的脚吗？国人，我们可不可以一起坚强一点？,（1）,"
                            可以，你在买点吧！我好出去",2018-06-21  16:11:47,0
1562,还有2到三个跌停,2018/6/21 14:11,还有2到三个跌停,（5）,"
                            发的
                            哈哈哈
                            聚聚
                            沟通
                            聚聚",2018-06-21  15:51:54,0
1563,上次早明确说了，将跌到15一带，那么，明天。。,2018/6/21 15:46,1.明天，将撬板了。。因为已经腰宰了。。,（3）,"
                            开板后再腰斩，就是底了
                            明天开不了 下周去了
                            远远不止",2018-06-21  16:03:12,2
1564,中兴通讯难得成为低价股，打开跌停后，还会到10下面的，不想输钱最好不要抢反弹,2018/6/21 15:49,中兴通讯难得成为低价股，打开跌停后，还会到10下面的，不想输钱最好不要抢反弹,（1）,"
                            必须抢 打开必须买入",2018-06-21  16:05:25,2
1565,测算下周一中兴通讯打开跌停板，昨天收盘融资余额28.1898亿元，如果按一般的人,2018/6/21 15:56,测算下周一中兴通讯打开跌停板，昨天收盘融资余额28.1898亿元，如果按一般的人强行平仓，相当于14亿元要被强行平仓，按15元附近至少0.93亿元被强平，明天星期五测算跌停价14.98元，下周一跌停价格13.48元可能打开，回到去年起涨的价位。,（1）,"
                            意思跌停打开可以买入",2018-06-21  16:04:10,2
1566,中兴通讯(000063)大宗交易数据一览(04,2018/4/16 16:26,来源：东方财富网,（4）,"
                            好，社保基金有的是钱，又是国家队。是超长期投
                            明天中兴要涨停了！赶紧入
                            吧里面的人什么居心啊，之前唱多，现在唱空，这么不把这些人给抓了，营造良好氛围。一群托，唱多时坚决空仓，唱空时坚定持有！
                            就佩服这个卖方，牛叉",2018-04-16  22:31:27,1
1569,最少还有3个板,2018/6/21 10:04,最少还有3个板,（1）,"
                            勿忘初心 价值投资 为民族品牌护盘 实现幸福美满人生 ",2018-06-21  10:45:22,0
1575,还要跌一半,2018/6/21 10:05,还要跌一半,（2）,"
                            锐电就是个样板股票
                            10元以下在考虑做他",2018-06-21  11:53:02,0
1577,这得有多少爆浆的？？社保成本多少？有质押吗？,2018/6/21 9:59,这得有多少爆浆的？？社保成本多少？有质押吗？,（3）,"
                            再两个板后估计多，现在还不明显，亏60%的大有人在
                            也就是说，为了不浆爆，各路人马备好干粮，准备自救了？开板后先沉一下，然后一路高歌，出货，交给接盘的？应该这个套路吧？
                            不会 社保不需要担心 它可以随时补仓 它又不急",2018-06-21  10:05:04,0
1591,这封单估计还有2板，开板就入，,2018/6/21 9:58,烂船还有3斤钉,（10）,"
                            开板再等等啊不一定一次释放完
                            我也开板买
                            一定不能接飞刀
                            做梦吧你5亿股封着呢，小散去翘板吗，谁翘的动
                            开板当天15%的拉升
                            起码还有6板
                            我也打算开板买，捡下里面兄弟们带血的筹码
                            乐视网封单都没有这么多
                            股票多如牛毛，何必在一棵树上吊死呢？
                            我也在等开板买呢 场外一大把的资金都在盯着等开板做反弹呢",2018-06-21  10:14:22,1
1593,H股市值才70亿，主力容易托盘，想抄底小散小心了，不排除阴跌,2018/6/21 9:54,H股市值才70亿，主力容易托盘，想抄底小散小心了，不排除阴跌,（1）,"
                            ",2018-06-21  12:56:26,0
1596,我是看市值的[大笑]500亿就满仓权当银行了。不然炒股也会输。等5g出来，要么会,2018/6/21 11:51,我是看市值的500亿就满仓权当银行了。不然炒股也会输。等5g出来，要么会所嫩模，要么乞丐讨饭,（3）,"
                            该醒醒了，中兴净资产根本值不到500亿？而且要真GG了，5G可跟他没啥关系了！
                            快准备好工具 怕你到时候连讨饭的破碗都没了
                            没有自己的芯片有技术又怎么样？公司还是破产保护比较好.没完没了的交罚款毛用。",2018-06-21  12:00:49,0
1597,基本面发生了根本性变化，已经失去了投资价值,2018/6/21 11:30,基本面发生了根本性变化，已经失去了投资价值,（4）,"
                            8元附近止跌！不要慌下手！
                            锐电就是个样板股票
                            会不会突然被*ST？
                            会不会突然*ST?",2018-06-21  11:47:48,0
1598,近期亏的挺惨，到这里来找安慰！,2018/6/21 11:40,近期亏的挺惨，到这里来找安慰！,（1）,"
                            一样",2018-06-21  16:00:51,1
1599,买的人很可爱,2018/6/21 15:17,买的人很可爱,（1）,"
                            下饭菜",2018-06-21  15:57:34,1
1600,我准备10元以下买进一些，10元以上坚决不买。,2018/6/21 11:55,近期肯定看到10元附近,（7）,"
                            那不是距离甘味下调了80个点，要涨四倍才能回去？
                            坐等10
                            坐等10
                            股神
                            真正跌到10元还封板，有几个敢买的？
                            10元以上破板，后面还得穿10
                            这种命捏在别人手上的股，再便宜也不要。",2018-06-21  12:08:57,0
1601,昨天进来的，今天到现在还没法出去,2018/6/21 14:24,,（11）,"
                            
                            
                            问题出在昨天就不该进来，现在股价上不穿天，下不着地；天大的利空，基本面全毁，竟然在一个跌停板买入。。。当然，这种傻事情我当初也干过，上海临港，不过好歹最后赚了15%出来的，套了一个季度。。。
                            为什么手贱
                            不到11块就不能进
                            找死！
                            要买也是在开板时买，封得这么死傻瓜才会买
                            放我出去
                            你看那换手率，还真敢买。
                            庄托
                            一个注册四年的人，不会犯这种低级错误。只有庄托。",2018-06-21  14:28:24,1
1602,还会跌到12左右吧？,2018/6/21 14:13,还会跌到12左右吧？,（1）,"
                            更换合格",2018-06-21  15:39:46,0
1603,如果美国，等跌透了，吃入中信。再开始卖芯片，会怎么样？,2018/6/21 15:34,如果美国，等跌透了，吃入中信。再开始卖芯片，会怎么样？,（1）,"
                            你真天真",2018-06-21  15:56:22,0
1604,哎今天又跌停了！你们仔细听仿佛股吧里有很多小散在哭，早日开板吧救救被套牢的这批小散吧也该换一批脑残的人替现在被套的这批小散进这火海受煎熬了,2018/6/21 12:46,哎今天又跌停了！你们仔细听仿佛股吧里有很多小散在哭，早日开板吧救救小散吧也该换一批脑残的人替现在被套的这批小散进这火海受煎熬了,（3）,"
                            中兴通讯股民
                            做为脑袋不灵光的我，感谢你们这些同样不灵光的抛头颅洒热血。你们挽救了更多脑袋慢的人。
                            现在大盘跌手中票也跌我整个人很郁闷，但每天跑这里来看看，心里就好过些了，必竟中兴小散比我还惨些。",2018-06-21  13:20:33,0
1605,开版了我就买进当股东,2018/6/21 11:12,开版了我就买进当股东,（1）,"
                            说谎是小狗狗",2018-06-21  11:25:55,0
1608,20年前今天中兴就有名气了，腾讯还没出生,2018/6/21 11:21,现在中兴市值不到腾讯1/50，而且还没有止跌的迹象.......,（1）,"
                            中兴是国企",2018-06-21  11:35:56,0
1610,瓜p些自己用卖单自己封死在里面，只有大家齐心少挂点卖单才能早打开跌停呀,2018/6/21 11:27,瓜p些自己用卖单自己封死在里面，只有大家齐心少挂点卖单才能早打开跌停呀,（1）,"
                            问题是机构再出",2018-06-21  16:01:25,0
1613,股吧里充斥着没有中兴股票心里变态来发泄的人。有票的人暂时不要看这里了，让变态的人,2018/6/21 11:18,股吧里充斥着没有中兴股票心里变态来发泄的人。有票的人暂时不要看这里了，让变态的人自娱自乐吧。,（2）,"
                            没法啊，其它股票上亏损惨了，不来找点心理安慰咋过啊
                            所以就无耻了",2018-06-21  11:35:20,0
1614,我的血汗钱钱啊钱钱钱钱钱钱钱钱钱钱钱啊啊啊啊啊啊啊啊啊啊啊！,2018/6/21 11:19,我的血汗钱钱啊钱钱钱钱钱钱钱钱钱钱钱啊啊啊啊啊啊啊啊啊啊啊！,（1）,"
                            没事，反正你手机都是用的iphone，美国会放过你的！",2018-06-21  11:48:44,0
1615,大爷进来玩玩呗,2018/6/21 11:19,.,（1）,"
                            不带套的进来玩玩呗",2018-06-21  11:27:52,1
1618,友谊提醒:就算开板都是被套庄家左右手行为，没有的千万别碰，有的择机卖，此股复制乐,2018/6/21 11:16,友谊提醒:就算开板都是被套庄家左右手行为，没有的千万别碰，有的择机卖，此股复制乐视走势，极可能破10,（2）,"
                            破10是必须的，不是可能的。
                            qi su 是正道",2018-06-21  11:24:55,0
1624,怎么还不开板啊！,2018/6/21 11:21,怎么还不开板啊！,（3）,"
                            估计到8元开板，然后退市
                            可能会到12元附近开板，中兴的估值被多家机构下调到12左右
                            有融资的别补仓，让他爆 机构给你平大概率可以出来 剩下的钱留着做点别的吧 个人建议",2018-06-21  11:33:05,0
1625,450万手封单，比涨停板封单强势太多了，大家真是可怜，害人的股市。,2018/6/21 11:19,,（1）,"
                            中心通讯必须给股民一个交代，赔偿股民的损失！！！",2018-06-21  11:37:43,1
1630,6月25日起，每跌停一次逐次多加一成仓，即25日跌停加一成，26日跌停加二成，2,2018/6/21 11:14,6月25日起，每跌停一次逐次多加一成仓，即25日跌停加一成，26日跌停加二成，27日跌停加四成，28日跌停满仓，欧拉！,（7）,"
                            干嘛不从28号开始每日两成仓位，这样跌得更少！
                            士豪。钱没地方花
                            放心吧，技术没有看上，是看中了原来一群开发团队，10元一线是值的，可以利用原来的研发团队做其他的产品。该死，鼎盛时期不转型升级，还去玩房地产，哎！败在战略上啊！
                            我来顶，技术还是有的，只是七寸给人家拿住了。
                            为什么不直接开板买？毛病。
                            没有技术含量的来料装配股，别人一掐脖子一块钱也不值
                            疯了",2018-06-21  11:22:53,2
1632,这种跌停方式，感觉像乐视网的节奏[哭]。,2018/6/21 11:10,这种跌停方式，感觉像乐视网的节奏。,（3）,"
                            一定会的
                            差不多。原先以为是高科技公司，结果是个代工厂。上当了
                            差不了多少。",2018-06-21  11:26:21,0
1633,周一必开板 天地板,2018/6/21 11:04,周一必开板 天地板,（1）,"
                            “小白兔儿乖乖，把门儿开开”“不开不开不能开，爸妈没回来，谁也不能开”",2018-06-21  12:23:00,2
1634,社保基金亏惨了[哭],2018/6/21 11:21,社保基金亏惨了,（6）,"
                            看来又要克扣我的生活费了
                            国家的钱，不谈赢亏
                            今年社保基数怕是又涨了 年年涨 原来有支出呀
                            人家的钱可以是10年，20年，
                            社保亏了，多印一些就回来了，这个不用你操心
                            瞎操心",2018-06-21  11:30:44,0
1639,很多人幸灾乐祸！呵呵了，别人亏得比你多你赚到了么？殊不知中兴通讯跌停打不开，市场,2018/6/21 11:27,很多人幸灾乐祸！呵呵了，别人亏得比你多你赚到了么？殊不知中兴通讯跌停打不开，市场资金的流动性就进一步萎缩，大家一荣俱荣，一损俱损。什么时候企稳了大盘才能算企稳。,（4）,"
                            锐电就是个样板股票
                            31万股民谁开买单？
                            
                            老残，撬板巨兽和开板巨兽一样费流动性",2018-06-21  12:39:54,0
1640,开板之日就是抄底之时,2018/6/21 11:54,股价到时会很低 买入不怕跌 哈哈,（1）,"
                            抄到天花板",2018-06-21  15:51:37,0
1641,哈哈哈———本大师今天偷偷加仓了！,2018/6/20 11:21,港股涨停了！。。。。。。。天地板有不？,（15）,"
                            你个sb
                            贴图，否则假。下周三可能开板
                            Sb了
                            又一个从疯医院跑出来了，抓进去关起，免得出来害人。
                            让你见识一下A股地板下的地下室，地下室下还有防空洞
                            买股行善都偷偷摸摸的，一看就不是好人
                            支持
                            不会跟002122样吧
                            大向都来向这位烈士敬礼!
                            大家都来向这位列士敬礼!
                            对不起，云好意思，写错地方!
                            大尸大湿大虱大狮大失你好！告诉你吧炒股这个东西不要怕赔钱，冲进去就是个死也不要怕！因为你是大师！
                            10以下
                            
                            防空洞里还有单人坑。",2018-06-21  11:56:09,2
1642,明天开板的可能性很大,2018/6/21 14:49,参考港股价格 再有1-2个板就结束了，同时指数也将进入反弹。,（2）,"
                            明天开不了 下周一或者2去了
                            下周二吧，最多周三就开板了。",2018-06-21  15:26:33,2
1643,参照港股  中兴A  股价至少要比停牌时腰斩  至少何时开板看市场资金认可度,2018/6/21 14:16,参照港股 中兴A 股价至少要比停牌时腰斩 至少何时开板看市场资金认可度,（2）,"
                            下次
                            10元开始建仓",2018-06-21  15:34:33,2
1647,七个跌停板，后天涨停,2018/6/21 11:38,七个跌停板，后天涨停,（1）,"
                            涨的理由是什么！",2018-06-21  11:42:55,2
1649,中国高科技!明天我全仓:,2018/6/21 11:47,中国高科技!明天我全仓:,（1）,"
                            ",2018-06-21  11:55:14,2
1652,明日起，每日买100股，直到开板，长期持有！,2018/6/21 11:29,这家公司需要大家支持，和乐视不同！,（2）,"
                            不买，开版再买不迟，
                            1000股你就笑了，请叫我雷锋。别人最想出来时候就进去",2018-06-21  11:36:28,2
1653,卖单每天减少100万手，老衲掐指一算，还有4个跌停,2018/6/21 11:39,卖单每天减少100万手，老衲掐指一算，还有4个跌停,（3）,"
                            老夫认定下周一开板，开板后还要跌20%
                            锐电就是个样板股票
                            老爷掐指一算必到3元以下",2018-06-21  11:50:56,0
1666,能跌到几块呢。啥时候能买呢。,2018/6/21 11:32,10元以下,（1）,"
                            盘子太大了，跌到一块还有40亿市值",2018-06-21  12:06:43,0
1668,8元附近止跌！不要慌下手！喷无用！,2018/6/21 11:47,8元附近止跌！不要慌下手！,（1）,"
                            你很快就会被删掉帖子。只要说中兴还会跌，就一定会被删帖子",2018-06-21  11:53:38,0
1671,恭喜中兴通讯明后日开板,2018/6/21 11:35,我说的 站稳估计还是要13附近 不信的翻翻我所有帖子,（15）,"
                            
                            天天见这种神棍帖子，没有一点意义，说一点有内涵的内容也好 天天被打脸，脸皮都不要了
                            中兴，8块，我先买100股
                            12-14横盘直至公司基本面稳定下来，这两叁年没戏了，浪费时间！
                            1.5个交易日开板 但是明日开板需要国家队助力可惜国家队估计是打一棒而不是助力 所以自然开板是后日
                            我之前就画过中兴通讯支撑图 认为13重启 谢谢你们天天喊的开板 我通通否认
                            自然开板是1.5日开板 明日开板需要g队助力 然而g队估计是打一棒而不是助力后日开板则需要g队不使坏
                            后日星期六
                            这周没希望
                            最近看了挺多g队的票 阳光电源 网宿科技 鲁抗医药 哪一个不是闪崩保住本金就好 融资大票屠杀是计划内的 可怜了小散
                            正因为是个有价值的票 所以必须打压 到几乎全部融资盘爆仓 磨底 拉升
                            当目的是杀光大部分融资盘时候，带融资的要仔细打算。
                            我天天思考的都是失败对成功视而不见也没有什么荣誉感 自豪感而是危机感失败这一天一定会到来大家要准备迎接这是我从不动摇的看法这是历史规律
                            五块都贵了。
                            港股多少也是个参考，不会差太远，其他预测都是扯",2018-06-21  11:39:23,0
1675,通过中兴通讯应该吸取教训，在股市中看似大白马也会踩雷。因此，应该至少买八只股票，,2018/6/21 11:50,通过中兴通讯应该吸取教训，在股市中看似大白马也会踩雷。因此，应该至少买八只股票，这样就不会全部完蛋，因为买中八只股票全部踩雷就和中彩一样了。,（2）,"
                            人才啊
                            锐电就是个样板股票",2018-06-21  12:20:32,0
